,primaryTitle,averageRating,runtimeNumber,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,Production_Budget,Worldwide_Gross,Release_dt,gross_log,hyped
23476,The Blair Witch Project,6.5,81.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,600000,248300000,1999-07-14,19.330148254505783,False
23479,Drowning Mona,5.7,96.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16000000,15980376,2000-03-03,16.586872090014104,False
23480,Frequency,7.3,118.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31000000,68079671,2000-04-28,18.03618922435645,True
23492,Space Cowboys,6.4,130.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65000000,128874043,2000-08-04,18.674346082233146,False
23498,Bounce,5.7,106.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000,53425292,2000-11-17,17.793794843478263,False
23503,Down to You,5.0,91.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9000000,20035310,2000-01-21,16.813006824766944,False
23505,Gone in 60 Seconds,6.5,118.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103300000,232643008,2000-06-09,19.265015686372962,False
23518,The Patriot,7.2,165.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110000000,215300000,2000-06-28,19.187542966979272,True
23535,Doug's 1st Movie,5.0,77.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,19421271,1999-03-26,16.78187951816752,False
23574,Love Stinks,5.9,94.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,2793776,1999-09-10,14.842905001726846,False
23585,Just Visiting,5.8,88.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40000000,16172200,2001-04-06,16.598804338555,False
23592,Gabriela,5.0,93.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,2335352,2001-03-16,14.663673615389126,False
23608,Shadow of the Vampire,6.9,92.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8000000,8279017,2000-12-29,15.929234920294205,False
23611,The Whole Nine Yards,6.7,98.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,85527867,2000-02-18,18.26435282232006,False
23618,"Crouching Tiger, Hidden Dragon",7.8,120.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000000,213514672,2000-12-08,19.179216114266747,True
23628,"O Brother, Where Art Thou?",7.7,107.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000,75763814,2000-12-22,18.14313136196285,True
23634,Vertical Limit,5.9,124.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000,213500000,2000-12-08,19.179147395316793,False
23649,The Replacements,6.6,118.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50000000,50054511,2000-08-11,17.7286232095124,False
23655,28 Days,6.0,103.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43000000,62063972,2000-04-14,17.943676233626988,False
23660,Get Over It,5.7,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10000000,19860259,2001-03-09,16.804231308137098,False
23662,Head Over Heels,5.4,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14000000,10397365,2001-02-02,16.157063062802763,False
23667,The Little Vampire,5.7,95.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,13555988,2000-10-27,16.422339000259946,False
23675,The Skulls,5.6,106.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,35007180,2000-03-31,17.37106376983748,False
23683,Urban Legends: Final Cut,4.3,97.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,15000000,38574362,2000-09-22,17.468098442791344,False
23696,Texas Rangers,5.2,90.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000000,623374,2001-11-30,13.342903542848424,False
23710,Panic,6.6,88.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1425707,2000-12-01,14.170179090404979,False
23728,Saving Grace,6.9,93.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,27786849,2000-08-04,17.14007344516813,False
23737,Erin Brockovich,7.3,131.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000000,257805243,2000-03-17,19.367714989612363,True
23738,Final Destination,6.7,98.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23000000,112036870,2000-03-17,18.534338580440316,False
23739,Here on Earth,5.2,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,10845127,2000-03-24,16.199226504847505,False
23742,Next Friday,6.1,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500000,59675307,2000-01-12,17.90442889146617,False
23750,Small Time Crooks,6.7,94.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,29934477,2000-05-19,17.21452148440769,False
23754,Zoolander,6.5,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,60780981,2001-09-28,17.922787501952875,False
23769,Play It to the Bone,5.5,124.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24000000,8427204,1999-12-24,15.946975721027965,False
23798,Where the Heart Is,6.8,120.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,40862054,2000-04-28,17.52571243977482,False
23803,The Crew,5.6,88.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,13019253,2000-08-25,16.38193989663622,False
23814,"Monsters, Inc.",8.0,92.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000000,559757719,2001-11-02,20.143014605219403,True
23824,3 Strikes,4.7,82.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,9821335,2000-03-01,16.100067719956677,False
23830,In the Cut,5.3,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12000000,23693646,2003-10-22,16.980717511099375,False
23840,Red Planet,5.7,106.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,80000000,33463969,2000-11-10,17.325979895617994,False
23851,Riding in Cars with Boys,6.5,132.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000000,29781453,2001-10-19,17.209396408742823,False
23870,The Bank Job,7.2,111.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20000000,66143005,2008-03-07,18.00732971353262,True
23871,Bats,3.9,91.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6500000,10155691,1999-10-22,16.133544894446484,False
23876,Coyote Ugly,5.7,100.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45000000,113916474,2000-08-04,18.550976062382347,False
23884,The House of Mirth,7.0,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10000000,5149131,2000-12-22,15.454338714745514,False
23933,Whatever It Takes,5.5,94.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,8735529,2000-03-24,15.982909175153232,False
23937,Rock Star,6.3,105.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38000000,19317765,2001-09-07,16.77653574859283,False
23946,The Way of the Gun,6.7,119.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,13061935,2000-09-08,16.385212909723656,False
23957,Men of Honor,7.2,129.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000000,82339483,2000-11-10,18.226361307587343,True
23964,You Can Count on Me,7.5,111.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,10827356,2000-11-10,16.197586544872184,True
23966,American Desi,6.6,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250000,1366235,2001-03-16,14.127570071393851,False
23969,The Omega Code,3.6,100.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7200000,12678312,1999-10-15,16.355403453958157,False
23992,Boys and Girls,5.4,94.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16000000,21799652,2000-06-16,16.89740461020144,False
23994,Exorcist: The Beginning,5.1,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,78000000,43957541,2004-08-20,17.598734771468724,False
24004,The Watcher,5.3,97.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33000000,47267829,2000-09-08,17.671340495221077,False
24013,Bring It On,6.0,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10000000,90453550,2000-08-25,18.32034702829421,False
24014,Deuce Bigalow: Male Gigolo,5.7,88.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18000000,92935067,1999-12-10,18.347411613718517,False
24024,Thomas and the Magic Railroad,4.0,85.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000,15911332,2000-07-26,16.58254218058809,False
24049,Psycho Beach Party,6.2,95.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4000000,267972,2000-08-04,12.49864150814909,False
24050,Save the Last Dance,6.2,112.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13000000,122244329,2001-01-12,18.621532304875554,False
24051,Joy Ride,6.6,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23000000,21973182,2001-10-05,16.905333313247763,False
24055,Woman on Top,5.3,92.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8000000,10192613,2000-09-22,16.137173898307626,False
24057,Children of Men,7.9,109.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76000000,69845011,2006-12-25,18.06178923095278,True
24083,What Women Want,6.4,127.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,65000000,374105123,2000-12-15,19.74004739609707,False
24097,Big Momma's House,5.1,99.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000000,173559438,2000-06-02,18.972030686577607,False
24102,Snatch,8.3,104.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,83593107,2000-12-08,18.241471634465164,True
24120,The Contender,6.9,126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9000000,17804273,2000-10-13,16.694949098799505,False
24123,Get Carter,5.2,102.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,19417182,2000-10-06,16.781668953663083,False
24132,The Mummy Returns,6.3,130.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98000000,435040395,2001-05-04,19.890949449109147,False
24146,The Wedding Planner,5.3,103.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28000000,94728529,2001-01-26,18.36652577994392,False
24150,The Cell,6.3,107.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35000000,85911226,2000-08-18,18.268825076900793,False
24171,Beautiful,5.6,112.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,3134509,2000-09-29,14.957983419992555,False
24174,Center Stage,6.7,115.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18000000,21361109,2000-05-12,16.877082536998202,False
24191,Remember the Titans,7.8,113.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000,136706683,2000-09-29,18.733348195890205,True
24196,102 Dalmatians,4.9,100.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85000000,66941559,2000-11-22,18.01933055792766,False
24210,Soldier,6.1,156.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75000000,14623082,1998-10-23,16.498111865567786,False
24217,Awake,6.5,84.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8600000,32968648,2007-11-30,17.311067637562914,False
24219,Bait,5.8,119.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,15471969,2000-09-15,16.554540557686778,False
24227,Meet the Parents,7.0,108.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55000000,330425040,2000-10-06,19.615890386690758,False
24228,Miss Congeniality,6.2,109.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000,213420951,2000-12-22,19.178777073830588,False
24253,Groove,6.6,86.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500000,1167524,2000-06-09,13.97039668157216,False
24254,Hannibal,6.8,131.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87000000,350100280,2001-02-09,19.673730188552394,False
24258,Pearl Harbor,6.2,183.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,151500000,449239855,2001-05-25,19.9230675035177,False
24272,The Ladies Man,5.2,84.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,13719474,2000-10-13,16.434326914223757,False
24306,Road Trip,6.4,93.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,119739110,2000-05-19,18.600825859014343,False
24318,Bamboozled,6.5,135.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000000,2373937,2000-10-06,14.680060737551237,False
24322,Enemy at the Gates,7.6,131.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,85000000,96971293,2001-03-16,18.389925554524993,True
24332,The 6th Day,5.9,123.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82000000,96024898,2000-11-17,18.380118080386264,False
24369,Trois,4.1,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,200000,1161843,2000-02-11,13.965518956090605,False
24378,Gangs of New York,7.5,167.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000000,183124621,2002-12-20,19.025677473569655,True
24382,Loser,5.3,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000,18250106,2000-07-21,16.719681500989285,False
24387,Ready to Rumble,5.4,107.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24000000,12372410,2000-04-07,16.330979632409907,False
24392,Unbreakable,7.3,106.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,73243106,248099143,2000-11-22,19.32933899843439,True
24397,Beyond the Mat,7.6,102.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500000,2047570,1999-10-22,14.532164770542824,True
24407,An Everlasting Piece,6.3,103.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,75078,2000-12-22,11.22629617148548,False
24409,The Claim,6.4,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13000000,1375635,2000-12-29,14.13442672759618,False
24418,Soul Survivors,3.9,84.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,14000000,4288246,2001-09-07,15.271388582685749,False
24423,Antitrust,6.1,105.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,17865209,2001-01-12,16.698365804198435,False
24425,Best in Show,7.4,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,20695413,2000-09-27,16.84542268779696,True
24427,Original Sin,6.1,116.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26000000,16521410,2001-08-03,16.620167734032016,False
24429,The Family Man,6.8,125.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60000000,124715863,2000-12-22,18.6415486198804,False
24446,Dracula 2000,4.8,99.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28000000,33000377,2000-12-22,17.312029573910607,False
24448,The Gift,6.6,112.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10000000,44567606,2000-12-19,17.61251785265791,False
24451,The Kid,6.1,104.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,65000000,69688384,2000-07-07,18.05954421908964,False
24455,Lucky Numbers,5.0,105.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000,10014234,2000-10-27,16.119518138742674,False
24456,Bandits,6.5,123.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000,71523271,2001-10-12,18.085533437223773,False
24461,The Tigger Movie,6.3,77.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,96147688,2000-02-11,18.381395994348793,False
24468,Halloween: Resurrection,4.0,94.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15000000,37659652,2002-07-12,17.44409986713065,False
24492,Blow,7.6,124.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,83282296,2001-04-06,18.237746563542878,True
24501,The Glass House,5.8,106.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22000000,22861785,2001-09-14,16.94497734101316,False
24536,The Broken Hearts Club: A Romantic Comedy,6.9,94.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000,2022442,2000-09-29,14.519816744575733,False
24548,Pay It Forward,7.2,123.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,55696705,2000-10-20,17.835431564908202,True
24561,Angel Eyes,5.6,102.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38000000,29544532,2001-05-18,17.201409276239968,False
24590,Made,6.4,95.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,5476060,2001-07-13,15.51589660484633,False
24597,The Score,6.8,124.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68000000,113542091,2001-07-13,18.547684180761703,False
24599,Spy Kids,5.4,88.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,197692062,2001-03-30,19.102221140648044,False
24625,Proof of Life,6.2,135.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65000000,62761005,2000-12-08,17.954844515018674,False
24637,Book of Shadows: Blair Witch 2,3.9,90.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15000000,47721314,2000-10-27,17.680888711394363,False
24647,Atlantis: The Lost Empire,6.9,95.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,186049020,2001-06-08,19.041520750716725,False
24649,Bedazzled,6.0,93.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48000000,90376224,2000-10-20,18.31949179298481,False
24663,The Others,7.6,101.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,17000000,207765056,2001-08-10,19.15191846560783,True
24671,Sweet November,6.7,119.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000,65754228,2001-02-16,18.00143454634538,False
24679,Crocodile Dundee in Los Angeles,4.8,92.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,39393111,2001-04-20,17.48910153664993,False
24680,Deuces Wild,5.7,96.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,6244618,2002-05-03,15.647230690873657,False
24683,Down to Earth,5.5,87.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30000000,71172251,2001-02-16,18.080613581320854,False
24696,The Fast and the Furious,6.8,106.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38000000,206512310,2001-06-22,19.145870586021726,False
24702,3000 Miles to Graceland,6.0,125.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62000000,18708848,2001-02-23,16.744507178453105,False
24710,Collateral Damage,5.5,108.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85000000,78353508,2002-02-08,18.17674131197913,False
24737,The Matrix Reloaded,7.2,138.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,150000000,738576929,2003-05-15,20.42023582512644,True
24740,Novocaine,5.8,95.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,2522928,2001-11-16,14.740931086125364,False
24753,Summer Catch,5.0,104.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17000000,19693891,2001-08-24,16.79581909487112,False
24779,The Salton Sea,7.1,103.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18000000,676698,2002-04-26,13.42498184445951,True
24800,Josie and the Pussycats,5.3,98.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22000000,14252830,2001-04-11,16.47246611161399,False
24801,The Original Kings of Comedy,6.9,115.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,38236338,2000-08-18,17.459296904116655,False
24804,The Mexican,6.1,123.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,145238250,2001-03-02,18.79388606230075,False
24809,The Tailor of Panama,6.1,109.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18000000,27491653,2001-03-30,17.129393025665024,False
24823,The Pledge,6.8,124.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45000000,29406132,2001-01-19,17.196713815996,False
24831,Captain Corelli's Mandolin,5.9,131.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57000000,62097495,2001-08-17,17.94421622402956,False
24835,God's Army,6.4,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,2652515,2000-03-10,14.791019181497322,False
24836,Gossip,4.7,134.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,12591270,2000-04-21,16.348514354062516,False
24840,Equilibrium,7.4,107.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20000000,5345869,2002-12-06,15.491834858138793,True
24842,Queen of the Damned,5.3,101.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,35000000,30307804,2002-02-22,17.22691582806787,False
24851,The Dangerous Lives of Altar Boys,7.0,104.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,1779284,2002-06-14,14.39172215617782,False
24853,Double Take,5.5,88.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,29823162,2001-01-12,17.21079593142771,False
24864,Cats & Dogs,5.1,87.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,200700000,2001-07-04,19.117321818749126,False
24879,Saving Silverman,5.9,90.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22000000,25873142,2001-02-09,17.068716038858412,False
24880,Say It Isn't So,5.0,95.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25000000,5516708,2001-03-23,15.523292044805805,False
24883,Sidewalks of New York,6.4,108.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000,3575308,2001-11-21,15.089562163941514,False
24895,Dr. Dolittle 2,4.7,87.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72000000,176101721,2001-06-22,18.986572351953548,False
24896,Kung Pow: Enter the Fist,6.2,81.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,17033556,2002-01-25,16.65069589753507,False
24899,The Four Feathers,6.5,132.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000,29882645,2002-09-20,17.212788468525066,False
24900,Freddy Got Fingered,4.6,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,14249005,2001-04-20,16.47219770786002,False
24907,Ocean's Eleven,7.8,116.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85000000,450728529,2001-12-07,19.92637578718837,True
24911,Serendipity,6.9,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28000000,77477297,2001-10-05,18.165495522379228,False
24912,Slackers,5.4,86.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11000000,5942218,2002-02-01,15.597593190602861,False
24916,Vanity Fair,6.2,141.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,19123851,2004-09-01,16.766446909731442,False
24920,Chocolat,7.2,121.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25000000,152500343,2000-12-15,18.8426774097469,True
