,primaryTitle,averageRating,runtimeNumber,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,Production_Budget,Worldwide_Gross,Release_dt,gross_log,hyped
12397,Airplane!,7.7,88.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,83453539,1980-07-04,18.239800627783534,True
12427,The Blue Lagoon,5.8,104.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4500000,47923795,1980-06-20,17.68512272399303,False
12428,The Blues Brothers,7.9,133.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000000,57229890,1980-06-20,17.86258688978798,True
12440,Caddyshack,7.3,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6000000,39846344,1980-07-25,17.500541240048012,True
12444,Can't Stop the Music,4.1,124.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20000000,2000000,1980-06-20,14.508658238524095,False
12460,Coal Miner's Daughter,7.5,124.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15000000,67182787,1980-03-07,18.02292764173386,True
12484,Dressed to Kill,7.1,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6500000,31899000,1980-01-01,17.27808525065028,True
12487,The Elephant Man,8.1,124.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,26010864,1980-10-03,17.07402489331168,True
12505,Flash Gordon,6.5,111.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35000000,27107960,1980-12-05,17.11533800654742,False
12507,The Fog,6.8,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1100000,21445820,1980-02-01,16.881040359182585,False
12512,Friday the 13th,6.5,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,550000,59754601,1980-05-09,17.905756766730438,False
12516,Galaxina,3.7,95.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5500000,4865000,1980-06-06,15.397577479152067,False
12538,Heaven's Gate,6.8,219.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44000000,3484523,1980-11-19,15.063842007482277,False
12561,The Island,5.3,109.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,15716828,1980-06-13,16.57024260706036,False
12585,The Long Riders,7.0,100.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000,15198912,1980-05-16,16.536734470101422,False
12631,Ordinary People,7.7,124.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,52302978,1980-09-19,17.772563887260038,True
12642,Popeye,5.2,114.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,49823037,1980-12-12,17.72398804546543,False
12645,Private Benjamin,6.2,109.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15000000,69847348,1980-10-10,18.061822690191114,False
12650,Raging Bull,8.2,129.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18000000,23380203,1980-11-14,16.96740023937646,True
12651,Raise the Titanic,4.9,115.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,7000000,1980-08-01,15.76142084987672,False
12675,The Shining,8.4,146.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19000000,44744713,1980-05-23,17.61648387280305,True
12683,Somewhere in Time,7.2,103.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5100000,9709597,1980-10-03,16.08862543879256,True
12708,Time Bandits,7.0,116.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12000000,37400000,1981-11-06,17.437181289122726,False
12778,Blow Out,7.4,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18000000,13747234,1981-07-24,16.436348270946276,True
12797,Chariots of Fire,7.2,125.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5500000,61865947,1981-09-25,17.940480473201482,True
12807,Clash of the Titans,6.9,118.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,44400000,1981-06-12,17.608750049924975,False
12809,Conan the Barbarian,6.9,129.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20000000,79114085,1982-05-14,18.186401495265606,False
12839,Dragonslayer,6.7,108.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,6000000,1981-06-26,15.607270193858982,False
12854,Escape from New York,7.2,99.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6000000,25245925,1981-07-10,17.044175354133237,True
12873,For Your Eyes Only,6.8,127.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28000000,195300000,1981-06-26,19.090047400967237,False
12877,The Four Seasons,6.9,107.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500000,42488161,1981-05-22,17.564736053918377,False
12890,Gallipoli,7.4,110.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3000000,5732587,1981-08-28,15.56167764466484,True
12899,Graduation Day,4.8,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,250000,23894000,1981-05-01,16.989137981210817,False
12909,Halloween II,6.5,92.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2500000,25533818,1981-10-30,17.055514366749545,False
12915,Heartbeeps,4.2,78.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000000,6000000,1981-12-18,15.607270193858982,False
12917,Heavy Metal,6.7,86.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9300000,19571091,1981-08-07,16.789564137508922,False
12920,History of the World: Part I,6.9,92.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11000000,31672000,1981-06-12,17.270943599341734,False
12927,The Howling,6.6,91.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000000,17985000,1981-04-10,16.70504869071375,False
12951,The Legend of the Lone Ranger,5.1,98.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18000000,13400000,1981-05-22,16.410765339548004,False
12977,Modern Problems,5.1,93.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8000000,24474312,1981-12-25,17.013134676528264,False
12979,Mommie Dearest,6.7,129.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,25032000,1981-09-18,17.03566560427972,False
12997,Nighthawks,6.4,99.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5000000,19600000,1981-04-10,16.791040175221152,False
13025,The Postman Always Rings Twice,6.6,122.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000000,44200000,1981-03-20,17.60423536967236,False
13032,The Pursuit of D.B. Cooper,5.6,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12000000,2104164,1981-11-13,14.559429271818122,False
13038,Raiders of the Lost Ark,8.4,115.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,367452079,1981-06-12,19.722103473557233,True
13040,Reds,7.3,195.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33500000,50000000,1981-12-04,17.72753358339242,True
13073,Sphinx,5.2,118.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10000000,11400000,1981-02-11,16.249124001084017,False
13075,Stripes,6.9,106.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,85300000,1981-06-26,18.261685024185237,False
13085,Taps,6.8,126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,35856053,1981-12-09,17.39502298104581,False
13103,Under the Rainbow,5.4,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,18826490,1981-07-31,16.750775531701077,False
13168,The Beastmaster,6.2,118.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5000000,10751126,1982-08-20,16.190521144252212,False
13172,The Best Little Whorehouse in Texas,5.9,114.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20500000,69701637,1982-07-23,18.059734376171974,False
13175,Blade Runner,8.1,117.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28000000,39342912,1982-06-25,17.487826414955595,True
13184,The Border,6.4,108.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13500000,6118683,1982-01-29,15.626857598685929,False
13197,Cat People,6.1,118.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,12500000,21000000,1982-04-02,16.860033043306743,False
13201,Class of 1984,6.6,98.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,6965361,1982-08-20,15.75646013800193,False
13207,Creepshow,6.9,120.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8000000,20036244,1982-11-10,16.813053441374503,False
13217,Diner,7.1,110.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,12592907,1982-04-02,16.348644356315305,True
13234,Fast Times at Ridgemont High,7.2,90.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,27092880,1982-08-13,17.11478155761295,True
13239,Firefox,5.9,136.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21000000,45785720,1982-06-18,17.63948283191554,False
13240,First Blood,7.7,93.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000000,125212904,1982-10-22,18.645526086398274,True
13250,Gandhi,8.0,191.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22000000,127767889,1982-12-08,18.665725816382466,True
13288,Jekyll and Hyde... Together Again,6.3,87.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5000000,3707583,1982-08-27,15.125891009514367,False
13310,The Man from Snowy River,7.3,102.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5000000,20659423,1982-11-03,16.843682141305834,True
13315,Megaforce,3.8,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18000000,5675599,1982-06-25,15.551686842615295,False
13363,Poltergeist,7.3,114.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10700000,121706019,1982-06-04,18.61711902263411,True
13374,Q,6.0,93.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1200000,255000,1982-11-19,12.449022745701502,False
13419,Star Trek II: The Wrath of Khan,7.7,113.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12000000,95800000,1982-06-04,18.3777732533795,True
13440,Tootsie,7.4,116.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,177200000,1982-12-17,18.992789601778597,True
13451,TRON,6.8,96.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17000000,26918576,1982-07-09,17.10832720101675,False
13460,The Verdict,7.7,129.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,53977250,1982-12-08,17.80407323798836,True
13532,Brainstorm,6.5,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15000000,8921050,1983-09-30,16.003924322727467,False
13534,Breathless,5.9,100.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7000000,19910002,1983-05-13,16.80673282671842,False
13547,A Christmas Story,8.0,94.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,20605209,1983-11-18,16.841054514404163,True
13569,The Dead Zone,7.2,103.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10000000,20766000,1983-10-21,16.848827640001176,True
13601,Flashdance,6.2,95.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7000000,201463574,1983-04-15,19.121119153779517,False
13655,Lone Wolf McQuade,6.4,107.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,12232628,1983-04-15,16.31961744776731,False
13659,Losin' It,4.9,100.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,1246141,1983-04-08,14.035562936523052,False
13662,Lovesick,5.1,95.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10100000,10143618,1983-02-18,16.132355395805515,False
13696,Never Say Never Again,6.2,134.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36000000,160000000,1983-10-07,18.8906843794481,False
13704,Octopussy,6.6,131.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27500000,187500000,1983-06-10,19.049289408708074,False
13710,The Outsiders,7.1,91.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,25697647,1983-03-25,17.061910028167738,True
13741,The Right Stuff,7.8,193.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000000,21500000,1983-10-21,16.88356353960952,True
13759,Scarface,8.3,170.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,44942821,1983-12-09,17.620901617587506,True
13802,Superman III,5.0,125.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000000,59950623,1983-06-17,17.909031848057523,False
13830,Twilight Zone: The Movie,6.5,101.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10000000,29500000,1983-06-24,17.19990085520835,False
13840,Videodrome,7.3,87.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5952000,2120439,1983-02-04,14.567134172283073,True
13848,WarGames,7.1,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12000000,74433837,1983-06-03,18.12542120823573,True
13850,The Wicked Lady,4.6,98.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,589308,1983-10-28,13.286705943066417,False
13860,Yentl,6.5,133.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12000000,39012241,1983-11-18,17.479386052274325,False
13881,Amadeus,8.3,160.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18000000,51973029,1984-09-19,17.766235488152116,True
13902,Beverly Hills Cop,7.3,105.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,316300000,1984-12-05,19.57220169143743,True
13913,Body Double,6.8,114.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000000,8801940,1984-10-26,15.990482823308668,False
13928,C.H.U.D.,5.6,88.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1250000,4700000,1984-08-31,15.363073279446223,False
13945,Conan the Destroyer,5.9,103.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,26400000,1984-06-29,17.088874605995333,False
13947,The Cotton Club,6.5,127.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48000000,25928721,1984-12-14,17.07086186975954,False
13965,Dune,6.5,137.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45000000,27447471,1984-12-14,17.127784626961166,False
13979,Firestarter,6.1,114.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15000000,15136870,1984-05-11,16.532644113544155,False
13983,Footloose,6.6,107.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8200000,80000000,1984-02-17,18.197537205138154,False
13994,Ghostbusters,7.8,105.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30000000,295212467,1984-06-08,19.503205885571045,True
14002,Gremlins,7.3,106.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11000000,148199515,1984-06-08,18.814070004963977,True
14018,The Hotel New Hampshire,6.0,109.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,5142858,1984-03-09,15.453119708476116,False
14023,The Ice Pirates,5.7,91.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000000,13075390,1984-03-16,16.386242471865838,False
14027,Indiana Jones and the Temple of Doom,7.6,118.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,333080271,1984-05-23,19.62389407595219,True
14043,The Karate Kid,7.2,126.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,90815558,1984-06-22,18.324341183517546,True
14099,A Nightmare on Elm Street,7.5,91.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1800000,25504513,1984-11-09,17.054366014070375,True
14112,Once Upon a Time in America,8.4,229.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,5575648,1984-06-01,15.533919281091094,True
14122,A Passage to India,7.3,164.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27500000,27187653,1984-12-14,17.118273531164952,True
14130,Police Academy,6.7,96.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,81198894,1984-03-23,18.21241219666493,False
14142,Repo Man,6.9,92.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1500000,2300000,1984-03-02,14.648420115681892,False
14184,Splash,6.2,111.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8000000,62599495,1984-03-09,17.952267784919705,False
14186,Star Trek III: The Search for Spock,6.7,105.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18000000,87000000,1984-06-01,18.28141868811311,False
14205,The Terminator,8.0,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6400000,78019031,1984-10-26,18.172463354890706,True
14253,After Hours,7.7,97.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,10609321,1985-09-13,16.177243606569082,True
14272,Back to the Future,8.5,116.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19000000,385524784,1985-07-03,19.770116042026753,True
14292,Brazil,7.9,132.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15000000,9932146,1985-12-18,16.11128722614505,True
14317,The Color Purple,7.8,154.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,93589701,1985-12-18,18.354430914027503,True
14319,Commando,6.7,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000000,35073978,1985-10-04,17.37297007447709,False
14332,Day of the Dead,7.2,96.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3500000,34004262,1985-06-30,17.341996457073666,True
14409,Invasion U.S.A.,5.4,107.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10000000,17536256,1985-09-27,16.67978112418818,False
14428,Krush Groove,6.5,97.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3000000,11052713,1985-10-25,16.218186566630354,False
14429,Ladyhawke,7.0,121.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,18400000,1985-04-12,16.72786127692704,False
14430,The Last Dragon,6.9,109.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,33000000,1985-03-22,17.312018149733785,False
14435,Lifeforce,6.1,101.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25000000,11603545,1985-06-21,16.266821299018204,False
14443,Mad Max Beyond Thunderdome,6.3,107.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10000000,36230219,1985-07-10,17.405404135168585,False
14498,Out of Africa,7.2,161.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31000000,258210860,1985-12-18,19.369287099783385,True
14501,Pale Rider,7.3,115.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6900000,41410568,1985-06-28,17.539046696069704,True
14529,Rambo: First Blood Part II,6.5,96.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44000000,300400000,1985-05-22,19.52062548118315,False
14536,Red Sonja,5.1,89.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17900000,6908640,1985-06-28,15.748283504910885,False
14540,The Return of the Living Dead,7.3,91.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4000000,14237880,1985-08-16,16.47141664669559,True
14541,Return to Oz,6.7,113.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27000000,10618813,1985-06-21,16.178137891458967,False
14565,Silver Bullet,6.4,95.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7000000,10803211,1985-10-11,16.19535405528504,False
14566,Silverado,7.2,133.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000000,33200000,1985-07-10,17.3180604640072,True
14583,Subway,6.6,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000000,1663296,1985-11-06,14.32431233513364,False
14639,A View to a Kill,6.4,131.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30000000,152627960,1985-05-24,18.843513890698357,False
14658,Witchboard,5.7,98.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2000000,7369373,1986-12-31,15.812843321616349,False
14659,Witness,7.4,112.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000000,65532576,1985-02-08,17.998057935742224,True
14665,Young Sherlock Holmes,6.8,109.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18000000,19739000,1985-12-04,16.79810698278625,False
14673,Crocodile Dundee,6.6,97.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800000,328203506,1986-09-26,19.60914442212076,False
14681,8 Million Ways to Die,5.8,115.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,1305114,1986-04-25,14.081801717461726,False
14690,Aliens,8.4,137.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17000000,183316455,1986-07-18,19.026724485103248,True
14694,American Anthem,4.7,102.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7000000,3571624,1986-06-27,15.088531232264717,False
14698,April Fool's Day,6.2,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5000000,12947763,1986-03-27,16.376433667108998,False
14716,Big Trouble in Little China,7.3,99.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,11100000,1986-07-01,16.22245575637265,True
14745,The Clan of the Cave Bear,5.4,98.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15000000,1953732,1986-01-17,14.485252459464357,False
14749,Cobra,5.8,87.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25000000,49042224,1986-05-23,17.708192219688602,False
14750,The Color of Money,7.0,119.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10000000,52293000,1986-10-17,17.77237309598813,False
14777,Down by Law,7.8,107.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,1436000,1986-09-26,14.177372724968894,True
14815,The Golden Child,6.0,94.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,79817937,1986-12-12,18.19525882412665,False
14834,Highlander,7.1,116.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16000000,12900000,1986-03-07,16.372737946851277,True
14842,Howard the Duck,4.7,110.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,16295774,1986-08-01,16.60641642972424,False
14851,Invaders from Mars,5.5,100.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12000000,4984663,1986-06-06,15.421876556899825,False
14880,Legal Eagles,6.0,116.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40000000,49851591,1986-06-18,17.724560989669605,False
14886,Little Shop of Horrors,7.0,94.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,30000000,38747385,1986-12-19,17.472573853423718,False
14972,Peggy Sue Got Married,6.3,103.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18000000,41382841,1986-10-10,17.53837690844526,False
14974,Pirates,6.1,121.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,6341825,1986-07-01,15.662677297564032,False
14977,Platoon,8.1,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6000000,137978395,1986-12-19,18.742607680141496,True
